comment,likes,comment_type,author,date,mf_care_harm_score,mf_care_harm_polarity,mf_fairness_cheating_score,mf_fairness_cheating_polarity,mf_loyalty_betrayal_score,mf_loyalty_betrayal_polarity,mf_authority_subversion_score,mf_authority_subversion_polarity,mf_sanctity_degradation_score,mf_sanctity_degradation_polarity,mf_liberty_oppression_score,mf_liberty_oppression_polarity,love_concept,commitment_view,jealousy_attitude,relationship_structure,individualism,traditionalism,openness,conformity,hedonism,universalism,emotional_valence,emotional_intensity,emotions,stance,confidence,argument_type,key_claims,underlying_assumptions,complexity_level,internal_consistency,openness_to_dialogue,moral_sophistication
미친것 같아…,5,원댓글,@rururu65,2025. 9. 12. 오후 12:29:58,3,negative,4,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,4,"disgust,disbelief,confusion",anti_polyamory,5,personal/moral,"다자연애는 비정상적이다,다자연애는 불안정하다","사랑은 배타적이어야 한다,안정적인 관계는 일부일처제에 기반한다",1,5,1,1
자기 pr을위해 나온듯.굳이 알고싶지 않은...,27,원댓글,@은하수별-r5x,2025. 9. 9. 오전 10:46:11,2,negative,1,negative,1,neutral,0,neutral,1,negative,1,neutral,exclusive,absolute,harmful,hierarchical,3,4,2,4,2,3,negative,2,"disinterest,annoyance,skepticism",anti_polyamory,3,personal,"다자연애 홍보는 자기 PR이다,다자연애에 대한 정보를 원하지 않는다","다자연애는 정상적인 관계가 아니다,다자연애를 공개하는 것은 사적인 영역을 침해하는 행위이다",1,5,1,2
응원합니다 용기있으시네요😊,1,원댓글,@SSSSSHI-t5h,2025. 9. 26. 오후 12:43:40,3,positive,2,neutral,1,neutral,2,neutral,1,neutral,4,positive,inclusive,flexible,manageable,egalitarian,4,2,5,2,3,4,positive,3,"지지,존중,격려",pro_polyamory,4,personal,"다자연애는 용기가 필요한 선택이다,다자연애를 하는 사람들은 응원받을 자격이 있다","모든 사람은 자신의 관계를 자유롭게 선택할 권리가 있다,다자연애는 관계 당사자 간의 합의가 있다면 도덕적으로 문제가 되지 않는다",2,5,4,3
화성인 다시 시작했구나,8,원댓글,@atom6348,2025. 9. 9. 오전 3:48:52,2,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,2,"비판,경멸,불쾌감",anti_polyamory,4,cultural,"다자연애는 비정상적이다,다자연애는 과거에 문제가 있었다","일부일처제가 정상적인 관계이다,과거의 문제는 반복된다",1,4,1,2
본인은 저렇게 살 수 있음 근데 이런데 나와서 본인 행동을 다른 사람에게 정당화 하듯이 말하는건 현실감각이 없어도 너무 없는거임;,5,원댓글,@노도싹이침군,2025. 9. 15. 오전 2:10:42,3,negative,2,neutral,4,negative,3,negative,3,negative,2,positive,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,3,"비판,불쾌감,우려",anti_polyamory,4,practical,"다자연애 옹호는 현실감각이 결여된 행동이다,다자연애를 타인에게 정당화하는 것은 부적절하다","다자연애는 주류 사회에서 받아들여지기 어렵다,개인의 가치관은 사회적 맥락을 고려해야 한다,다자연애는 기존의 관계 규범과 충돌한다",3,4,2,3
그닌깐~하늘씨가 둘 먹여살린다는거네용,11,원댓글,@su_a1227,2025. 9. 9. 오후 12:17:27,3,negative,4,negative,1,neutral,1,neutral,2,negative,2,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,3,"skepticism,concern,discomfort",anti_polyamory,4,practical,"다자연애는 경제적으로 한 사람에게 과도한 부담을 줄 수 있다.,다자연애는 경제적 불평등을 초래할 수 있다.","경제적 안정은 관계의 중요한 기반이다.,관계는 상호 호혜적이어야 한다.,다자연애는 경제적으로 지속 불가능할 수 있다.",2,4,2,2
세상이 미쳐가는구나.,27,원댓글,@김오드-i3d,2025. 9. 9. 오전 7:18:07,3,negative,2,negative,4,negative,3,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,disbelief,worry",anti_polyamory,5,cultural,"다자연애는 사회의 혼란을 야기한다.,다자연애는 전통적인 가치를 훼손한다.","일부일처제는 사회의 기본 단위이다.,전통적인 가치는 보존되어야 한다.",1,5,1,1
정신이 건강하지못한사람 인것같아,25,원댓글,@mari-u8j,2025. 9. 9. 오후 12:22:25,4,negative,3,negative,3,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"disgust,contempt,judgment",anti_polyamory,4,personal,다자연애는 정신적으로 건강하지 못하다.,"정신 건강은 정상적인 관계를 유지하는 데 필수적이다.,일부일처제가 정상적인 관계의 유일한 형태이다.",2,4,1,2
똑똑한건 알겠는데 너무 본인한테 심취해서 논리 1도 없는 발언을 맞는거 처럼 말하는게 너무 신기함 이해의 문제가 아님 ㅋㅋㅋㅋㅋㅋㅋ,5,원댓글,@ilw310,2025. 9. 16. 오후 8:21:53,2,negative,3,negative,1,neutral,1,neutral,1,neutral,1,neutral,undefined,undefined,undefined,undefined,3,2,3,3,1,3,negative,3,"불쾌감,비판적,놀라움",anti_polyamory,4,personal,"상대방은 논리적 오류가 있는 발언을 한다.,상대방은 자기 중심적이다.","논리적인 사고는 중요하다.,자기 인식은 중요하다.,자기 중심적인 태도는 부정적이다.",2,4,2,2
성문란을 미화시킨다고 애쓴다.,43,원댓글,@duo-f9c,2025. 9. 9. 오후 1:19:44,4,negative,3,negative,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,3,"disgust,disapproval,concern",anti_polyamory,4,moral,"다자연애는 성문란이다,다자연애는 사회적으로 해롭다","일부일처제가 정상적인 관계 형태이다,성은 신성하고 보호되어야 한다,다자연애는 질투와 불안정을 유발한다",2,4,1,2
티비엔 정신차리세요 저걸 프로그램으로 짜는건 상식밖입니다. 세상이 아무리 변했다고해도 이런건 아니에요,17,원댓글,@freesiaj5983,2025. 9. 10. 오후 9:16:12,4,negative,2,neutral,3,negative,1,neutral,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,anger,disapproval",anti_polyamory,5,moral/cultural,"다자연애는 상식 밖의 행위이다,다자연애는 사회적으로 용납될 수 없다","일부일처제가 정상적인 관계이다,방송은 사회적 규범을 반영하고 강화해야 한다",2,4,1,2
"서로 사랑하고 동의한다는 전제만 있으면 쓰리썸, 포썸 , 스와핑, 집단난교 다 하는거군요! ! 그리고 에이즈 걸리면 어차피 내일 죽을지도 모르는 인생 , 실컷 싸랑했다~ 하겠네요~ 한끗 차이로 종교가 사이비로 변질 되는것 입니다~",9,원댓글,@Lion-n9z,2025. 9. 12. 오전 1:22:41,4,negative,2,neutral,3,negative,3,negative,5,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"혐오,분노,불안",anti_polyamory,5,moral/cultural/religious,"다자연애는 건강에 해롭고 사회적으로 용납될 수 없는 행위이다.,다자연애는 종교적 가치를 훼손한다.","전통적인 일부일처제가 유일하게 도덕적인 관계 형태이다.,성적 활동은 특정 경계 내에서만 허용되어야 한다.,결혼과 사랑은 배타적이어야 한다.",2,4,1,2
이런거 방송에 내보내지 마세요선이 라는게 있어야죠,6,원댓글,@박상철-b8h,2025. 9. 15. 오전 10:51:43,2,negative,1,negative,3,negative,3,negative,4,negative,1,neutral,exclusive,absolute,harmful,hierarchical,2,5,1,5,2,2,negative,3,"disapproval,concern,discomfort",anti_polyamory,4,moral,다자연애는 사회적으로 용납될 수 없는 '선'을 넘는 행위이다.,"일부일처제가 유일하게 올바른 사랑의 형태이다.,방송은 사회적 규범을 강화해야 한다.",2,4,1,2
법적으로도 윤리적으로도 문제 될게 없어보이네요,0,↳ 답글,@Supportqueen04,2025. 9. 15. 오후 5:53:24,3,neutral,4,positive,2,negative,3,neutral,1,negative,4,positive,inclusive,flexible,manageable,egalitarian,4,2,5,2,3,4,positive,2,"acceptance,indifference,calm",pro_polyamory,4,moral,"폴리아모리는 법적, 윤리적으로 문제가 없다.","합의된 비독점적 관계는 개인의 자유이며, 해를 끼치지 않는다.",2,4,3,3
너무 충격이네요!!아이들 볼까봐 겁나요..무슨 이런걸 방송으로 내보내나요?진짜 어이없다!!,11,원댓글,@seonghyangoh5997,2025. 9. 9. 오후 10:37:38,5,negative,2,negative,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"disgust,fear,anger",anti_polyamory,5,moral/cultural,"다자연애는 아이들에게 해롭다,다자연애는 방송에 부적절하다","전통적인 가족 형태가 이상적이다,미디어는 사회적으로 바람직한 가치를 전파해야 한다",1,4,1,1
이런건방송하지마세요이건사람으로서는할수없는행동이고짐승도이렇게하지않습니다방송나온거삭제요청바랍니다,14,원댓글,@강정동-r3x,2025. 9. 10. 오후 2:04:32,5,negative,3,negative,4,negative,3,negative,4,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"혐오,분노,불쾌감",anti_polyamory,5,moral,"다자연애는 인간으로서 할 수 없는 행동이다,다자연애는 짐승과 같은 행동이다","인간은 일부일처제를 지향해야 한다,다자연애는 비도덕적인 행위이다,미디어는 사회적 규범을 따라야 한다",1,4,1,1
이게 어떻게 사람으로서 할 수 없는 행동인가요,0,↳ 답글,@Supportqueen04,2025. 9. 15. 오후 5:52:30,4,positive,3,neutral,2,negative,1,neutral,1,neutral,4,positive,inclusive,flexible,manageable,egalitarian,4,2,5,2,3,3,negative,3,"doubt,questioning,annoyance",pro_polyamory,4,moral,"다자연애는 비윤리적이지 않다,다자연애는 인간으로서 할 수 있는 선택이다","개인의 자유로운 관계 선택 권리,합의된 다자연애는 해롭지 않다",3,4,3,3
머이런것을 정규방송에 심의도 없이 내보내는거야,7,원댓글,@user-wv9xr7sb6k,2025. 9. 10. 오후 4:15:03,3,negative,2,negative,1,neutral,4,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,anger,disapproval",anti_polyamory,5,moral/cultural,"다자연애는 부도덕하다,방송 심의 과정에 문제가 있다","일부일처제가 정상적인 관계이다,방송은 사회적 가치를 반영해야 한다",1,5,1,1
방송보고 토 할뻔함!!,22,원댓글,@yss9322,2025. 9. 9. 오후 12:03:25,4,negative,3,negative,4,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"disgust,revulsion,anger",anti_polyamory,5,personal/moral,"다자연애는 역겹다,다자연애는 용납할 수 없다","사랑은 독점적이어야 한다,결혼은 한 남자와 한 여자 사이의 결합이다,다자연애는 비정상적이고 부도덕하다",1,4,1,1
화성인과 정신건강이 안좋은 사람과 구별을 해야할듯해요.,26,원댓글,@지영이-r1m,2025. 9. 9. 오후 1:51:38,4,negative,2,neutral,1,neutral,1,neutral,3,negative,2,neutral,exclusive,absolute,natural,undefined,3,4,2,4,2,3,negative,3,"경계,불안,혐오",anti_polyamory,4,moral,"다자연애는 일부 특정 집단(정신 건강 문제, '화성인')과 연관되어 잠재적 위험을 내포한다.,이들을 '구별'해야 한다.","다자연애는 '정상'과 '비정상'으로 나뉠 수 있다.,정신 건강 문제는 연애 관계에 부정적인 영향을 미친다.,'화성인'은 사회적으로 용납될 수 없는 행동을 하는 사람들이다.",2,4,2,2
정도라는게 있다 저런걸 과연 사랑이라고 이야기 할수 있을까? 사랑이라고 착각하지만 결국 개개인의 이기적인 욕망일 뿐이다 욕망뿐인 관계는 결국 외로움과 공허함만 남을뿐이다 이것을 사랑이라고 착각하며 살아가다간 결국 죽을때까지 사랑이라는게 뭔지도 사랑받는 것이 뭔지도 모를 것이며 착각속에서 채워지지 않는 공허함만 쫒을뿐일 것이다 아직 젊으니까 철이 없을때 흑역사 만들었다고 이불킥 정도로 끝나는 헤프닝으로 마무리되길 바란다,5,원댓글,@MiJuRGoJuR,2025. 9. 9. 오후 9:59:30,4,negative,2,neutral,3,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,harmful,hierarchical,2,4,2,4,2,2,negative,4,"걱정,비판,경멸,동정",anti_polyamory,5,moral,"다자연애는 이기적인 욕망일 뿐이다,다자연애는 외로움과 공허함만 남긴다,다자연애는 진정한 사랑을 모르게 한다","사랑은 배타적이고 헌신적인 관계여야 한다,개인의 행복은 진정한 사랑을 통해 얻어진다,이기적인 욕망은 부정적인 결과를 초래한다",2,4,1,2
본인들도 잘못된 상식임을 알고 있다. 상대를 합리화 시키고자 노력하는게 보임. 사랑으로 포장하고 정당화 시키고자 하는게 아니라면 이렇게까지 방송에 나와 까발리지 않음,7,원댓글,@PeonnySummy,2025. 9. 10. 오전 10:43:54,3,negative,4,negative,5,negative,3,negative,4,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,4,"disgust,skepticism,condemnation",anti_polyamory,5,moral/cultural,"다자연애는 잘못된 상식을 합리화하는 것이다,다자연애는 사랑으로 포장된 자기 합리화이다","일부일처제가 정상적인 관계 형태이다,사랑은 독점적이어야 한다,개인의 사생활은 공개되어서는 안 된다",2,4,1,2
걍 너네끼리 그러고 놀아.... 방송나와서 물흐리지말고 제발....,37,원댓글,@wkdiekfkrkkr,2025. 9. 9. 오후 3:10:50,4,negative,2,neutral,3,negative,3,negative,4,negative,2,neutral,exclusive,absolute,harmful,hierarchical,2,4,2,4,2,2,negative,3,"불쾌감,경계심,불안",anti_polyamory,4,cultural,"다자연애는 사회 질서를 해친다,다자연애는 공적인 영역에 노출되어서는 안 된다","전통적인 가족 형태가 옳다,사회의 안정은 중요하다,다자연애는 비정상적이다",2,4,1,2
tvn은 뭐하는 방송이냐. 이따위 소재를 방송해?,13,원댓글,@데미안-r8c,2025. 9. 10. 오후 1:47:20,4,negative,3,negative,4,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,anger,disapproval",anti_polyamory,5,moral/cultural,"다자연애는 부도덕하다,다자연애는 방송에 부적절하다","일부일처제가 정상적인 관계이다,방송은 사회적 규범을 준수해야 한다",1,5,1,1
동물과 인간의 차이를 모르는 사람이네많이 배우면 멀 하나...내 자식새끼나 잘 키우자,15,원댓글,@hyunjung7933,2025. 9. 9. 오후 12:06:12,4,positive,2,negative,3,negative,3,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,4,"분노,경멸,걱정",anti_polyamory,5,moral,"다자연애는 인간과 동물의 차이를 무시하는 행위이다.,다자연애는 교육 수준과 무관하게 어리석은 선택이다.","전통적인 일부일처제가 가장 자연스럽고 도덕적인 관계 형태이다.,부모는 자녀 양육에 최선을 다해야 한다.,지식은 도덕적인 행동으로 이어져야 한다.",2,4,1,2
하렘왕이누..,0,원댓글,@세바스찬-k8y,2025. 9. 21. 오전 12:09:13,2,negative,3,negative,4,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"disapproval,cynicism,envy",anti_polyamory,4,cultural,"다자연애는 전통적인 일부일처제에 위배된다.,다자연애는 권력 불균형을 초래할 수 있다.","일부일처제가 가장 이상적인 관계 형태이다.,관계는 소유와 통제를 수반한다.",2,4,2,2
PD 제정신인가?,4,원댓글,@단데기-m1k,2025. 9. 14. 오전 1:00:41,3,negative,4,negative,5,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,4,"disgust,shock,disbelief",anti_polyamory,5,moral,"다자연애는 비정상적이다.,다자연애는 전통적인 관계를 파괴한다.","일대일 관계가 정상적인 관계의 유일한 형태이다.,전통적인 관계가 사회의 근간을 이룬다.",1,5,1,1
어떻게. 여러면. 하고. 연애를. 하나. 가가막히네. 저런방송. 하지. 마쇼,11,원댓글,@오신나,2025. 9. 9. 오후 12:14:20,4,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"disgust,shock,anger,disapproval",anti_polyamory,5,moral,"다자연애는 부도덕하다,다자연애 방송은 부적절하다","일부일처제가 유일하게 올바른 연애 방식이다,방송은 사회적 규범을 강화해야 한다",1,4,1,1
하늘씨그러지마요부모님봐서라도왜그래요하늘이보고땅도보고있어요정신과갔어검사한번받아보시기바랍니다진심 으로하는말입니다,4,원댓글,@Rh-nd7zb,2025. 9. 10. 오후 2:08:20,4,negative,2,neutral,3,negative,2,negative,4,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,3,"걱정,우려,비난,안타까움",anti_polyamory,4,moral/cultural/personal,"다자연애는 부모님에게 해를 끼친다,다자연애는 비정상적인 행동이다,다자연애는 도덕적으로 옳지 않다","일부일처제가 정상적인 관계의 형태이다,가족의 평판이 중요하다,사회적 규범을 따라야 한다,정신과 진료는 부정적인 의미를 가진다",2,4,1,2
이름은 그럴듯하다.다자연애?이거는 양다리지 무슨 다자연애야?애들 이런거 보고 더결혼 안하지 자랑이라고 나왔나?,13,원댓글,@jingzili8172,2025. 9. 9. 오전 11:57:23,3,negative,4,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"분노,혐오,불쾌함",anti_polyamory,5,moral/cultural,"다자연애는 양다리와 같다,다자연애는 결혼을 감소시킨다","전통적인 일부일처제가 정상적이고 바람직하다,결혼은 사회 안정의 필수 요소이다",2,4,1,2
양다리는 아니죠 그냥 문어다리죠 두명이라 단정은 짖지 맙시다,2,↳ 답글,@큰놈의,2025. 9. 11. 오후 7:06:35,2,neutral,3,negative,3,negative,1,neutral,1,neutral,2,positive,inclusive,flexible,manageable,fluid,4,2,4,2,3,3,neutral,2,"acceptance,mild_disagreement,caution",pro_polyamory,3,moral,"다자연애는 2인 관계에 국한되지 않는다.,섣부른 단정은 옳지 않다.","다자연애는 다양한 형태로 존재할 수 있다.,개인의 관계 선택은 존중받아야 한다.",3,4,4,3
저런 연애관이면 본인이 가르치는 학생도 만날까 못맡길듯,13,원댓글,@Haroo1234-d1c,2025. 9. 9. 오후 1:14:19,4,negative,2,negative,3,negative,3,negative,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"걱정,불안,의심",anti_polyamory,4,practical,다자연애 연애관을 가진 교사는 학생을 제대로 보호할 수 없다,"다자연애는 부도덕하다,교사는 학생을 보호해야 할 책임이 있다,다자연애 연애관은 교사의 윤리적 판단에 부정적인 영향을 미친다",2,4,2,2
옛날엔 십대에 애도 낳았는데우린 사랑이야 이럼서 지한테만 사랑이면 애도 꼬시겠네,1,↳ 답글,@장순-x7u,2025. 9. 10. 오후 1:54:51,4,negative,3,negative,2,negative,1,neutral,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"skepticism,worry,disapproval",anti_polyamory,4,moral,"다자연애는 잠재적으로 약자를 착취할 수 있다.,다자연애는 진정한 사랑이 아니다.","사랑은 배타적이어야 한다.,미성년자와의 관계는 부도덕하다.",2,4,2,2
방송내려라 ㅡㅡ 애들 보고 배운다,7,원댓글,@박정우-u9v,2025. 9. 11. 오전 11:50:51,5,negative,2,neutral,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,harmful,hierarchical,2,5,1,5,1,2,negative,4,"disgust,anger,fear",anti_polyamory,5,moral,다자연애는 아동에게 해롭다,"전통적인 가족 형태가 아동에게 가장 좋다,방송은 사회에 책임이 있다",1,5,1,2
몇년전에....어떤 잡지에서....&quot;폴리아모리&quot;에대한 내용을 보고....참 신기하다....했었는데실제로도&quot;폴리아모리스트&quot;가 존재하다니....정말이지 이세상에는다채로운 사람들이 살고있는듯....😆,0,원댓글,@doollynoona,2025. 9. 12. 오전 1:39:41,2,positive,1,neutral,1,neutral,1,neutral,1,neutral,2,positive,undefined,undefined,undefined,undefined,3,2,4,3,2,3,positive,2,"호기심,흥미,인정",neutral,4,personal,"폴리아모리스트가 실제로 존재한다.,세상에는 다양한 사람들이 살고 있다.","세상에는 다양한 삶의 방식이 존재할 수 있다.,폴리아모리는 흥미로운 현상이다.",2,5,4,2
이런거 방송할거면 차라리 다큐를 제작해라 3류 방송 되가네ㅡㅡ,7,원댓글,@김호성-l6n,2025. 9. 10. 오후 1:47:46,3,negative,1,neutral,2,negative,1,neutral,3,negative,1,neutral,undefined,undefined,undefined,undefined,2,4,2,4,2,2,negative,4,"불쾌감,분노,실망",anti_polyamory,5,cultural,"다자연애는 3류 방송 소재이다,다큐멘터리 형식으로 제작되어야 한다","다자연애는 대중적으로 소비되기에 부적절하다,다큐멘터리는 더욱 진지하고 교육적인 방식으로 주제를 다룬다",1,4,1,2
이런게 방송에 나올 이야기냐 애들이 보고 뭘 배우것냐,8,원댓글,@user-hj4mf7uw7s,2025. 9. 9. 오후 1:11:48,4,negative,2,neutral,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disapproval,concern,discomfort",anti_polyamory,5,moral/cultural,"다자연애는 아이들에게 부정적인 영향을 미친다,다자연애는 공중파 방송에 부적절한 주제이다","아이들은 전통적인 가치관에 따라 양육되어야 한다,공중파 방송은 사회적으로 '바람직한' 내용만 다뤄야 한다",2,4,1,2
무슨말인지 전혀 모르겠음,2,원댓글,@화미-k1h,2025. 9. 12. 오전 1:52:16,1,neutral,1,neutral,1,neutral,1,neutral,1,neutral,1,neutral,undefined,undefined,undefined,undefined,2,3,2,3,1,1,neutral,1,"confusion,neutrality",neutral,5,personal,,자신이 이해하지 못하는 것은 낯설고 복잡하다는 가정,1,5,2,1
이기적인 사람임 남자입장은 1+1연애라 생각하다 진지하게 생각되면 +1은 딸린 1이라 생각될거고+1여자는 남자와 잘되어가는 상황이라면 시기심이 늘어날거임결국 모든상황에서 손해안보는건 저 사람1명뿐임,1,원댓글,@user-ht5yg1xq7p,2025. 9. 12. 오전 1:32:53,4,negative,5,negative,3,negative,1,neutral,2,negative,2,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,4,"불안,우려,비판",anti_polyamory,4,practical,"다자연애는 불공정하다,다자연애는 관계 내 불균형을 초래한다,다자연애는 시기심을 유발한다","인간관계는 제로섬 게임이다,모든 사람은 동등한 관심을 받아야 한다,시기심은 부정적인 감정이다",2,4,2,3
예능으로 이런걸 만드네...문 내려야 할듯....,4,원댓글,@이근현-k9t,2025. 9. 9. 오후 8:34:18,4,negative,3,negative,4,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,4,"분노,불쾌감,혐오",anti_polyamory,5,moral/cultural,"다자연애는 사회에 해롭다,다자연애는 부도덕하다,예능 프로그램으로 다룰 주제가 아니다","일부일처제가 정상적인 관계이다,다자연애는 전통적인 가치관에 위배된다,미디어는 사회에 긍정적인 영향을 미쳐야 한다",1,5,1,1
아 진짜 대한민국 섞어도 너무 섞었다,2,원댓글,@user-wv9xr7sb6k,2025. 9. 10. 오후 4:15:43,2,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,4,"disgust,annoyance,disapproval",anti_polyamory,5,cultural,다자연애는 한국 사회의 전통적인 가치관과 맞지 않는다,"한국 사회는 전통적인 일부일처제를 기반으로 한다,다자연애는 관계의 복잡성을 증가시킨다",2,4,1,2
애들이 볼까... 짜증나고 화가나네.. 폐지해라..,1,원댓글,@지니-k3z,2025. 9. 27. 오전 6:19:38,4,negative,2,neutral,1,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,1,2,negative,4,"anger,disgust,frustration",anti_polyamory,5,moral,"다자연애는 아동에게 부정적인 영향을 미친다.,다자연애는 폐지되어야 한다.","아동은 다자연애에 노출되어서는 안 된다.,다자연애는 사회에 해롭다.",1,3,1,2
저런걸 받아들이고 공감해야할 이유가없다.,0,원댓글,@손율-v4l,2025. 9. 27. 오전 10:11:23,2,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,1,negative,3,"disapproval,discomfort,rejection",anti_polyamory,5,personal,다자연애는 받아들이거나 공감할 필요가 없다,"전통적인 일부일처제 관계가 유일하게 옳다,다자연애는 비정상적이다,다자연애는 개인에게 부정적인 영향을 미친다",1,4,1,1
"이런건 방송에나와면안될것같다…세상이변했어도 이란건있어도 알려도안되고 숨겨야할것같다..이런게 위험한거임…진짜 배울까 걱정이다…이게 스와x,1:3,1:2이거랑뭐가달러~ㅋ참네…그런인간둘한테물어보면 이렇개얘기할거같은데?..(이런건 꼰대 마인드라고욕햐도어짤수앖음 그냥 꼰대할래)도덕적이지못함",0,원댓글,@자꾸이러지마,2025. 9. 26. 오전 6:17:04,4,negative,2,negative,3,negative,4,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"걱정,불쾌,혐오,분노",anti_polyamory,5,moral/cultural,"다자연애는 도덕적으로 옳지 않다,다자연애는 사회에 해로운 영향을 미칠 수 있다,다자연애는 전통적인 가치를 훼손한다","결혼은 일부일처제가 유일한 형태이다,사회의 안정은 전통적인 가치에 기반한다,도덕적인 가치는 절대적이다",2,4,1,2
공식적바람? 시작은 그렁게해도 과정중 생각이 달라질수도 사랑이라 포장하면서 식상무료한 일상의 일탈 자기힐링~근데 공식적문어발,1,원댓글,@mellifluous-v5v,2025. 9. 10. 오전 4:41:08,3,negative,5,negative,5,negative,2,neutral,3,negative,2,neutral,complex,flexible,natural,individual,4,2,3,2,4,2,negative,4,"disapproval,skepticism,cynicism",anti_polyamory,4,moral,"다자연애는 자기 합리화이다,다자연애는 진정한 사랑이 아니다,다자연애는 관계를 쉽게 생각하는 것이다","사랑은 독점적 관계여야 한다,관계는 안정적이고 지속적이어야 한다,개인의 자유는 타인에게 해를 끼치지 않아야 한다",3,4,2,3
지금도 데이트 폭력 범죄가 얼마나 심각한데 다자연애?ㅋㅋ 꼴깝을 하고 있네ㅡㅡ 새로운 연애형태가 아니라 지극히 무책임한 이기적 행동일뿐이다 누구하나 개털려봐야 멘탈 나가고 후회하겠지,2,원댓글,@김호성-l6n,2025. 9. 10. 오후 1:46:40,5,negative,3,negative,3,negative,2,neutral,1,neutral,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,5,"혐오,분노,경멸,걱정",anti_polyamory,5,moral,"다자연애는 무책임하고 이기적인 행동이다,다자연애는 잠재적으로 폭력과 정신적 고통을 야기할 수 있다","일부일처제가 이상적인 연애 형태이다,모든 사람은 감정적으로 안정적인 관계를 원한다,다자연애는 필연적으로 상처를 주는 관계이다",2,4,1,2
3p 4p 가능한 여자,4,원댓글,@주인-m9h,2025. 9. 11. 오후 11:22:58,2,neutral,3,neutral,4,negative,3,neutral,4,negative,3,positive,inclusive,flexible,manageable,egalitarian,4,2,4,2,4,3,neutral,2,"관심,기대,탐색",pro_polyamory,3,personal,"다자연애 가능성,여성의 자기결정권","합의된 다자연애는 윤리적으로 허용된다,모든 사람은 자신의 성적 파트너를 선택할 권리가 있다",2,4,3,3
